"ec900fa5-a7b7-48b9-8da6-0569f606835e","Drawn Wire",24.5,"TPD (Tons / day)"
"66746557-f532-4896-b936-4f33cd3ee41f","High Value Yarn",0.8,"TPD (Tons / day)"
"e096e59e-1681-4b71-aa5b-20e76f22e9dd","PU Rubber Roller",30,"Numbers / day"
"277b004d-b71f-48f7-b8d7-dcfbd918efdb","Processed Pulses",24,"TPD (Tons / day)"
"bb61174e-c641-4117-aeb4-14c0686a6fc3","Other biproducts",6,"TPD (Tons / day)"
"79fc69d6-7ab2-457d-b97c-ea313d22f778","POWER",48000,"Numbers / day"
"35114857-2d29-4aac-a0eb-986f42e7843c","Servicing",20,"Numbers / day"
"2a67b7be-7bf7-4132-b60e-3324393c2a65","SODIUM SILICATE",12,"TPD (Tons / day)"
"96af1af3-fe82-4ae7-9374-b1553fab87c0","FANS",2500,"Numbers / day"
"cf41cd4d-81bc-48c3-b33b-5f1ac0449e49","HOT HEATER",2500,"Numbers / day"
"d1f4da35-5e4e-4cca-9131-960c7790fcbe","Particle board and fibreboard including densified wood",3000,"Numbers / day"
"4e12e3d1-ba65-44f7-822e-78b6b1c622d3","Nut Bolt",8,"TPD (Tons / day)"
"c7690f89-6f70-48dc-acb8-ddfd9f81bd7e","BLANKET",8,"TPD (Tons / day)"
"6794ff1d-5aaf-412f-a398-0064bd20475d","ELECTRICAL PANEL",8,"Numbers / day"
"2394dc9a-ef73-4aee-99a1-0dd7b04c2e8e","MARKING MACHINES",1,"Numbers / day"
"0a38ec68-ab64-4028-9b7d-c318020fc09f","Fly Ash Bricks",12000,"Numbers / day"
"cf72c671-0a04-4c04-a100-d7df755f50bc","Door Fitting Items",3000,"Numbers / day"
"03cc2ed2-d18b-4709-a9a1-bd6a8b61c18f","Bricks",12000,"Numbers / day"
"7c427651-ad1c-4fb8-8586-0e657f218ce4","High Pressure Decorative Laminates",1500,"Numbers / day"
"922e60e8-09f3-49f2-b384-e896ef8bcdcd","Thread",7100,"Numbers / day"
"ded2ed8b-3b76-4637-9c70-acdff7212db4","Machinery Oil",4.5,"TPD (Tons / day)"
"fd0714bf-0239-4aeb-ba46-eab00e50dcb8","PLASTICS MOLDED HOUSE HOLD AND PACKAGING ITEMS",35000,"Numbers / day"
"7cb7885e-a3bf-4a60-81de-91c88d464c25","PICKLE",600,"TPD (Tons / day)"
"46c36166-a7b9-40c1-9d1c-8aea76cb84f1","Atta",1,"TPD (Tons / day)"
"1dc8ada8-7e4f-47d7-8b0e-cdd7ed26a2e3","Mineral water",1200000,"KLD (Kilo Litre / day)"
"55c97b38-7008-40ad-8575-22c6f84bdbeb","Cotton Ginning",2000,"TPD (Tons / day)"
"56455d11-3d94-4d3c-9041-795634598ae0","Labels and stickers",130000,"Numbers / day"
"5316d3e3-9dda-4742-a5c0-5fb4e3d68639","khal",8,"TPD (Tons / day)"
"ab4a2797-3ef0-49a2-9d24-65976a65f8aa","khal",8,"TPD (Tons / day)"
"1714016b-9407-4766-a8bf-1889c591adbe","Software",100,"Numbers / day"
"5ab02814-9685-4c96-9958-4e52637ef950","Education",400,"Numbers / day"
"1edef8ed-1acd-4694-8196-4caad8d6fb20","Wood Products",150,"Numbers / day"
"88d78edb-fc75-417c-82a4-dd87d879ee20","CAR TAP HYDROCHOLORIDE",1,"TPD (Tons / day)"
"2811f548-95d6-4a3c-ba8b-20e082ea72c6","CARBO FURON",1,"TPD (Tons / day)"
"c7625bec-0cd6-433c-aa15-f09c8c3360f7","HEXA CONA ZOL",100,"KLD (Kilo Litre / day)"
"54c99b52-0a6b-42f8-ac80-267bcb395023","Research Based",1,"Numbers / day"
"071654a7-b685-493a-beda-2ad8888831cb","Pigment coating",2,"TPD (Tons / day)"
"2a2e665d-58e5-4c2b-a167-8e529823b3ed","Thinner",1.5,"TPD (Tons / day)"
"6a1950e0-c4b6-4d5d-a5cb-ed49a6a4543c","hardener",0.5,"TPD (Tons / day)"
"2457abba-17b3-4dd5-92c2-df5599f8744c","Bearing Race Kit for Motorcycle",200000,"Numbers / day"
"2f1503ac-ee34-44e6-ae83-4c63aba4d0e4","Mustured Oil",0.3,"TPD (Tons / day)"
"38da0753-c4f9-44d5-b8e2-3954290db5ee","Bricks",24000,"Numbers / day"
"04f8dc8c-a1ed-4a66-b8ed-d7e11bccd7b2","WOVEN BAGS",3000,"Numbers / day"
"58fe1269-b8c1-489d-9f2c-4e86ba71433a","JUTE BAGS",5000,"Numbers / day"
"c9e5f3fd-90bf-429a-a8d0-45131da3c763","ALIMRA/ TRUNK",5,"Numbers / day"
"5a559653-a443-4521-8626-733cc8146e09","Plastic moulding",1000,"Numbers / day"
"771a8ddc-0d6a-41a4-a9bf-42720a303c8b","COATED STEEL PIPE",5,"TPD (Tons / day)"
"1010084a-3793-494d-934e-67c1418e0f97","Refiend Oil",3,"TPD (Tons / day)"
"c5d5ee57-83ac-4c6b-b912-368b603c718d","OIL CAKE",17,"TPD (Tons / day)"
"3c3b437b-dda8-4e42-9a11-4f7334d7abb4","OIL",2.2,"TPD (Tons / day)"
"793d2e5d-5487-49b5-8dbc-3da9fd1d9403","ManufacturingDesigning of Furniture Goods and Articles Seasoning of Goods",0.8,"TPD (Tons / day)"
"7936d790-2b0a-4c71-9d51-522a506cb489","Rice",22,"TPD (Tons / day)"
"4e9b3e39-7554-4837-abbd-5ac43e143668","building",1,"Numbers / day"
"5b333787-0913-4b26-adc0-59f7a51efdc3","Bags",0.05,"TPD (Tons / day)"
"0064c727-b0b2-49ff-bd7b-ff7369d0ec51","HOSE CLIMP",1,"Numbers / day"
"7a2f1063-fd96-4fbb-9640-64c76922cb7d","TOILET SHEET",1,"Numbers / day"
"1cea5d94-db9a-4571-956e-14d1bd53a904","CABLE KIT",200,"Numbers / day"
"6f885a38-c245-4e97-bf93-41f84e75142f","Brick",16000,"Numbers / day"
"27fcdc92-fdaf-4376-af44-0532905e75a2","Ready to Eat and Ready to Cook food products",2.5,"TPD (Tons / day)"
"7659ff4e-66d0-4cb4-9537-51678b0beca0","Lead Ingots",12,"TPD (Tons / day)"
"0a077cb5-69ac-4440-b4a6-44d785efa92a","Sweets namkeen",15,"TPD (Tons / day)"
"27a668b3-7f0f-40cf-a22f-1f36c23a3d19","Aluminium Wire",1.64,"TPD (Tons / day)"
"177e55b2-c9f6-4ebb-8aa6-2b1b71be9f55","PCC Poles",120,"Numbers / day"
"320c05a2-92bb-4f0f-a494-2bf1fcfcbb76","PU RUBBER ROLLER",30,"Numbers / day"
"5d2ab4ad-91c2-4604-ab3a-89ca77e7afe8","Bio Power Unit, KW Hour",100,"Numbers / day"
"1161d2a9-2963-4981-a361-f2e89bae3d05","Bio Fertilizer",4,"TPD (Tons / day)"
"cb400c24-746e-43a7-933e-62b0bc93dc82","Organic Dhoop, Soap",0.05,"TPD (Tons / day)"
"ddea6d58-4f2a-45f4-91cd-09d93e5af9b3","not applicable",1,"TPD (Tons / day)"
"3f53917c-cf93-4116-b2c0-f573bd45a03a","Stainless Steel Cutlery, Utensils",43978,"Numbers / day"
"3d99dfe8-4e36-40ef-bf8c-147c12389256","Fabric",129.88,"TPD (Tons / day)"
"fff751ff-1d31-4b44-9a13-5c4ef9e56571","frozen buffalo meat",400,"TPD (Tons / day)"
"67dd2809-5e48-4872-bdef-3e2709982951","Pasteurized Milk",150,"KLD (Kilo Litre / day)"
"7779090b-0e4f-47d9-a5bf-cc413220702c","Cloth Thread etc",5000,"Numbers / day"
"2dfcd2c0-7399-4c55-ac79-4bc58ed0ee6f","Readymade Garments",5000,"Numbers / day"
"1af104e2-2fb5-4657-bf24-4d42e2fa0c36","BATTERY",400,"Numbers / day"
"d8e3243f-b26e-487d-a49a-4b6a8a674db3","RUBBER SCRAP",0.4,"TPD (Tons / day)"
"f84975f6-83cd-434a-bd5a-701ac6bbb3fa","AUTO COMPONETS",15000,"Numbers / day"
"d3e6bf49-94c0-46d5-9516-19817c4f3385","Recycled Kraft Paper",28.5,"TPD (Tons / day)"
"16fcd65e-fddc-42d6-9c66-5642c0e92646","Break Comber",10,"TPD (Tons / day)"
"556a1c32-31e7-4803-b7c7-c9385892efaf","RUBBER",4,"TPD (Tons / day)"
"4e8434cb-3e88-4107-abc0-7cacb30de04a","Mustered Oil and Cotton",3,"TPD (Tons / day)"
"c2435a36-5653-4683-aeab-3e2e6e67d20e","COILS",1000,"Numbers / day"
"688731e2-ad45-46f1-88f2-b92bd32cf667","Ciprofloxacin",0.17,"TPD (Tons / day)"
"d678ebf8-2a24-4c79-a95e-3b40ec27bc7f","Textile",520,"TPD (Tons / day)"
"fd070b48-d769-4384-9b62-6bd11ed11b2f","PATATO ONION AND FRUITS",1740,"TPD (Tons / day)"
"978b0de4-47ca-416e-b6de-8ec15799285f","VEG. FOODS",5,"TPD (Tons / day)"
"2a587ab8-d1ee-4783-b599-d7afe5588d9b","SHEET METAL",5,"TPD (Tons / day)"
"8c0cdd31-2c81-4409-8de3-be4e7b329f8d","TOOL",100,"Numbers / day"
"bcbfbe78-7851-4f90-b74c-a3499c51732b","Ginning and Oil",40,"TPD (Tons / day)"
"29e7d225-43f4-40c1-9fe8-72a440720be8","Carton Packing Machine",10,"Numbers / day"
"a28666c1-9bd1-46aa-b2f2-fc9e53b4b65f","Pouch Packing Machine",10,"Numbers / day"
"18db487d-0db1-453f-b349-d26ab7e094de","Rice",67,"TPD (Tons / day)"
"cbe50626-52bc-4d41-888e-4ef0a962eb0d","Biscuit",123,"TPD (Tons / day)"
"729898b6-c297-4d75-ab54-b2b2f5d04119","Polymer, Insulator and Cables",1200,"Numbers / day"
"67c03541-b8ad-41cc-9dbf-b8bb836b8a0b","Fruit Juice",6000,"Numbers / day"
"80426b1e-dce6-46a9-95e6-44703ac834fc","Aluminium Utensils",62000,"Numbers / day"
"85617d00-a5fb-4a5b-b2f9-72d43b080b44","Automotive sealings",3000,"Numbers / day"
"7f73b0bd-6ea7-4cf8-ad65-8432b87b051b","Steering wheel assembly with air bag",6000,"Numbers / day"
"bfdfbaed-2ba2-4a13-a23e-79411976e4e1","Steel Utensils",40,"Numbers / day"
"7b8ce7c3-4523-45d1-91e7-022038cbdfcc","Fruit Pulp",1.6,"KLD (Kilo Litre / day)"
"f296188b-3d80-4608-b620-30941cace437","water",10.4,"KLD (Kilo Litre / day)"
"09fe59cf-7a58-42b5-81b4-20948cdbea03","sugar",1.5,"TPD (Tons / day)"
"c33a2b1a-7a33-40df-9319-f971cc5bf9d1","RICE",4.7,"TPD (Tons / day)"
"f0952010-b4f1-4197-a3b2-4e66549e617f","BREAD, BAKERY, COOKIES AND FOODS",3,"TPD (Tons / day)"
"34f378e5-b314-4614-82c0-90cc9b764de7","Milk Chilling",15000,"KLD (Kilo Litre / day)"
"7a26af0f-203e-4747-b71f-fd1700c1566a","Iron Box",800,"Numbers / day"
"2409419d-7e45-4327-b740-ee55c42b7f50","FABRIC BAGS AND ACCESSORIES",6000,"Numbers / day"
"b0ddf3ca-21fd-4185-b1a4-effa64332488","Air Conditioner",1000,"Numbers / day"
"d17ce503-194c-430b-8faa-72a7c1ca4bae","Washing Machine",170,"Numbers / day"
"4c1a11ee-76a6-4255-a194-43061b1c00a2","Car Audio",2000,"Numbers / day"
"2b2b25af-bb62-4126-882e-c5b4e4e8308c","Car Speaker",3000,"Numbers / day"
"adefc716-11d7-43d5-b2ab-48444c4edce0","Water",36000,"KLD (Kilo Litre / day)"
"963b78d6-2559-4005-8734-959f6caac018","Wire Nails",0.4,"TPD (Tons / day)"
"9e63aaa4-4cb7-419c-a0bf-6999e95eef49","Rice",65,"TPD (Tons / day)"
"a5153f13-d326-4acd-b508-befc86008980","PLYWOOD AND OTHER WOOD PRODUCTS",100,"Numbers / day"
"ea80ad21-c221-47ed-92a4-e48c6892fcfc","MIX FRUIT JAM",1,"TPD (Tons / day)"
"4b0d7eda-00cb-49aa-a67b-ee1090a796e4","speaker repair",10,"Numbers / day"
"3189038c-be10-4a7c-88c3-6898df000fc9","DJ box",5,"Numbers / day"
"43306f00-d03c-41c2-823e-65b0c1313edd","Oil",1500,"KLD (Kilo Litre / day)"
"1208032c-3a0b-4654-a5cd-958d1a42646e",15,2,"TPD (Tons / day)"
"bf511d9e-5cb4-4e3a-8eeb-7b9ca62c2dcd","RASGULLA",1000,"KLD (Kilo Litre / day)"
"2f7bbf05-68a7-452b-b613-cf805d048315","aluminium",3,"TPD (Tons / day)"
"7242d68e-a11b-4c11-9c67-e3c6046ba06d","mix fruit jam",1,"TPD (Tons / day)"
"d3f9edd0-845e-4c6a-a13a-f71b48f5c5c8","DECORATIVE LIGHT",20,"TPD (Tons / day)"
"cf517a58-7797-43e7-affa-f3503fa45172","LIGHTS",25000,"Numbers / day"
"766238ce-2b59-4cbd-a414-82bec1889a40","Steel Utensils",40,"Numbers / day"
"74822372-cee0-48d0-a11b-d2774022547c","Led",3.5,"TPD (Tons / day)"
"69542609-385c-4257-98cd-66bdadd843fc","Fibre Sheet",305,"KLD (Kilo Litre / day)"
"4fc94f88-67bf-4299-b28b-13e67c9e51b3","OIL RECIRCULATING SYSTEMS",1,"Numbers / day"
"2859acd8-a321-4ff9-8630-bc29b0aa8933","COOLING WATER SYSTEMS",2,"Numbers / day"
"02ef77a7-b8de-4d30-8b89-9c0a6ec6984e","BASIC OIL SYSTEMS",1,"Numbers / day"
"ebff1252-c965-4ae3-abbc-7f77a0d68866","BODY SET",5,"Numbers / day"
"91eb5c61-e75a-4806-8aca-08fd6d5879ae","PANEL",5,"Numbers / day"
"e2268f77-f207-4e43-9506-dcc337ae3049","PP BCF CARPETS",4.2,"TPD (Tons / day)"
"996ca279-e843-44dc-9c3b-070df7f834d1","Fibre Sheet",265,"KLD (Kilo Litre / day)"
"03a85781-2312-4999-8092-fb3b8ee3b174","Electrical Panel",2,"Numbers / day"
"65ac0fff-2643-4157-990d-8ac501ba8b4e","Alloy Wheel",2300,"Numbers / day"
"dee2b441-92bd-4be6-904a-b9360f50ed8d","Brick",3000,"Numbers / day"
"104c824d-9666-45ea-ba30-8b6f45126f00","AUTOMOBILE COMPONENTS",1,"TPD (Tons / day)"
"f9f7e5a9-20fc-4d84-b51d-8c8c1a99dc11","Brick",3000,"TPD (Tons / day)"
"5efc0e90-8df9-45b4-aa2e-e4aac1823113","Cold Storage Veg and Fruit",5000,"TPD (Tons / day)"
"b0dab508-e805-4816-a39c-c29ca2dd5e16","NA",1,"TPD (Tons / day)"
"663ab24b-ab77-4052-9107-1744d4e7b887","Footwear",6666,"Numbers / day"
"5cff6e32-325d-40de-8a4e-2f851e29c522","CL/IMFL",6000,"Numbers / day"
"1ced03ff-8768-4eac-ab83-973483bf7e2d","CL/IMFL (In Cases)",6000,"Numbers / day"
"8be4c394-bc90-49d9-8879-34b0e2cab088","RCC PIPES",40,"Numbers / day"
"1ac5970d-f6af-45bf-b5fd-0e42c456c606","paper tags",3,"TPD (Tons / day)"
"71f4abec-c03e-4649-9225-a6c972408ff8","pasturised milk",50,"KLD (Kilo Litre / day)"
"17d1fb2c-7ed9-4cbc-b61a-b009d823fd68","butter",7,"TPD (Tons / day)"
"76338720-ebc6-4790-b74e-ca6a7c5c4ad5","dahi",20,"TPD (Tons / day)"
"c2515753-37aa-475b-af34-92d0a47dbbf6","frozen peas",40,"TPD (Tons / day)"
"5d79afe7-31cd-4647-a4ef-8897a859e7b8","cheese",2,"TPD (Tons / day)"
"d17a1607-b88a-4bee-80f0-06f402562e47","Casting Parts",20,"TPD (Tons / day)"
"76da8a05-9a41-438d-a70c-6a6e57832061","Machines",2,"Numbers / day"
"032eeb8f-bc5e-4440-8751-bbbc9e6a9fa8","CORRUGATED BOXES",20000,"Numbers / day"
"639bca28-bb8f-4145-ba3a-a6f1d07a6327","Iron and Sheet",5,"Numbers / day"
"48a23608-0a52-4507-a72e-b85c63215410","Pesticides",5,"TPD (Tons / day)"
"8365e57f-5a51-4051-a85d-ac94d0b6fb2e","Real Estate",1,"Numbers / day"
"4ee20b31-c4aa-47cd-98ea-cddd999dc4bd","GAD",2,"TPD (Tons / day)"
"acc9fca2-629d-4280-b35a-788947e3a4c6","SHORTAGE",2,"TPD (Tons / day)"
"c3ae714f-a4ba-4d34-82fe-34000e5b4310","OIL CAKE",85.5,"TPD (Tons / day)"
"0db31f31-85f6-48fc-a682-0b0ad52ffb74","OIL",10.5,"TPD (Tons / day)"
"e8a3c96a-b7d6-4265-af7c-33478c7a8264","NON-WOVEN FABRIC",9.99,"TPD (Tons / day)"
"f77c8ae9-ca13-43eb-8d46-2458f16197ef","Rubber",5,"KLD (Kilo Litre / day)"
"ffd19fd9-8daf-4089-97e2-ba938f433824","CARPETS",1200,"Numbers / day"
"05fa805f-03cb-4ab2-bc87-cc362d826904","COLD STORGE",3825,"TPD (Tons / day)"
"eff8b36c-6610-4d5c-8734-681c00f40035","Stone Dust, Zeera Rori etc.",3000,"TPD (Tons / day)"
"2880a8a1-b38d-40e9-850f-0d8ad975edf7","paper tags",3,"TPD (Tons / day)"
"6593d61f-303f-441e-8070-bcae7a7f683f","Real Estate",1,"TPD (Tons / day)"
"a2d61f94-c435-49d4-a9c7-70a1d2d99e1d","Candy/Toffee",0.36,"TPD (Tons / day)"
"f8413213-2eb4-411b-8dc8-eab5da097119","Tube valves",40000,"Numbers / day"
"23033853-46b4-4470-905c-dc4fa782d991","Rolling Mill",6000,"TPD (Tons / day)"
"3f658d2b-a167-4010-8efe-8b9a53918898","Dry Fruits cracking �Pulses packing",1.8,"TPD (Tons / day)"
"33d9107d-62b7-4ce9-99e2-08a337da28b9","Real Estate",1,"TPD (Tons / day)"
"9f627bbf-f2b1-4a32-8004-45a3807bfb21","Thymol and Synthetic aromas",0.95,"TPD (Tons / day)"
"7fe9500a-50b3-4aa9-8844-15004706f3e2","TEST",1,"TPD (Tons / day)"
"6897deae-cafe-48d4-a25a-0450541348bc","Wheat",5,"TPD (Tons / day)"
"72095615-cdd6-4084-8f27-16fbd5fec329","SS PIPE",0.96,"TPD (Tons / day)"
"b004ba39-afac-4d66-8d3f-1c051af79511","Blocking Tiles",3000,"Numbers / day"
"94de9397-9f06-4350-a53c-c7c76a1df772","prolysis oil",3.5,"KLD (Kilo Litre / day)"
"98b6799f-81a1-445c-a9a7-4eccf0d63dd8","carbon",3.2,"TPD (Tons / day)"
"d9ad5da9-d73e-4a79-8249-90217d840897","scrap wire",1.5,"TPD (Tons / day)"
"f420b75c-2509-42ed-80a1-8546d11427f8","plywood",576,"Numbers / day"
"f94ff360-a507-463b-b781-d13c83ae81e5","board",864,"Numbers / day"
"e016be78-bdc6-4276-8963-bd1c52dd152d","Sweetened Carbonated Beverages",197,"KLD (Kilo Litre / day)"
"c2243278-5ec0-46e3-9f9a-be83b44910c7","RTS Beverages(Juice)",323,"KLD (Kilo Litre / day)"
"dcf272e8-a4be-4183-89eb-424d66872016","Edible Cashew Kernels",2.5,"TPD (Tons / day)"
"0500a4a9-17b6-4665-831d-d6b1f6caae6b","Bread, Rusks",78,"TPD (Tons / day)"
"0f00e4e2-2b87-4d6f-9402-cc6c2cc55fc5","Bakery Products",12,"TPD (Tons / day)"
"0273cd9b-959a-4885-92ee-c854b00652c7","SCHOOL",10,"Numbers / day"
"1fb1d713-64c7-4a94-b7cc-1e802033663c","LPG CYLENDERS",500,"KLD (Kilo Litre / day)"
"4452f8fa-fbe2-4e59-ae2c-288add037e8e","PVC WIRE",0.4,"KLD (Kilo Litre / day)"
"b2640af2-495e-445c-ac85-fcc9798bd73d","trolley",2,"Numbers / day"
"60249a26-484a-4399-b711-19adf47dd112","MILK",2750,"KLD (Kilo Litre / day)"
"a0e3a892-044d-456f-a8c0-6e41627c5574","RAILWAY PARTS",9.7,"TPD (Tons / day)"
"c2b4202f-8e37-4985-93ec-9ad8ece95e0c","SEWING THREAD",0.5,"TPD (Tons / day)"
"3b0b7d89-065c-4899-90da-4127b2b40884","Seeds for sowing",10,"TPD (Tons / day)"
"4779dc1f-699a-4cc7-b3a9-984ae67c5de5","Readymade Garment",5000,"Numbers / day"
"b7389725-545f-48f6-8eb6-f9e1e0c5b57f","CANNED FRUITS AND VEGETABLES",5,"TPD (Tons / day)"
"feae4f82-3b18-439a-b115-9b15a60a3d3f","DIESEL",2000,"KLD (Kilo Litre / day)"
"f315d60f-9ddc-4dd3-988f-60b5452383e7","TRANSFORMER MANUFACTURINGS AND PANEL",1,"TPD (Tons / day)"
"a0557cf8-41ff-479c-a219-8bb71f32dfd2","Complete Valve and Valve Plate",1,"TPD (Tons / day)"
"16341658-6eae-490e-b857-3b6247f4f4cf","JUICE",20000,"KLD (Kilo Litre / day)"
"75cac0f9-8d75-4eaa-9d3b-4d8e2ed36172","Apple",180,"TPD (Tons / day)"
"66eb12fd-290f-4c76-9410-b031ba77f04f","BREAD MIX",2,"TPD (Tons / day)"
"e51494ff-f37b-45b5-b895-15b4dd81fafe","MUFFIN MIX",1,"TPD (Tons / day)"
"da675148-5669-43d0-9522-f023846e219e","CAKE MIX",7,"TPD (Tons / day)"
"d3c58ecf-ce44-4aec-9eec-7bf73a1423d5","Welding Torch",10,"Numbers / day"
"0cc11300-0282-4a7d-9866-e716a85b728e","Welding and Cutting Machine",2,"Numbers / day"
"01870b98-9d9b-4dac-8e74-b4f3cdfa64e6","Aluminium Utensils",5,"TPD (Tons / day)"
"19813544-108a-4726-b305-c6bc131eb317","Moulding powder and Crockery",200,"Numbers / day"
"36784e7f-6609-419b-83f0-86060d2da2f5","PLY",10,"KLD (Kilo Litre / day)"
"5fabeb08-9704-458c-af6c-3e127466ad3b","FRUIT DRINK",18,"KLD (Kilo Litre / day)"
"7cbd18b4-a7da-44aa-a5fd-9621017f167d","na",1,"Numbers / day"
"bf2acddf-fe74-4d1b-9b96-c34a7b13035e","Blanket Bed sheet Tripal Rugs Curtain",1700,"TPD (Tons / day)"
"e24d9837-7002-4d73-a2c8-e035d67d8e46","SPRING",100000,"Numbers / day"
"75b95ada-5fb8-4079-bd10-3f38c56c9c75",100000,1.5,"TPD (Tons / day)"
"d3a42bda-c195-4dbe-aa0d-ccaec0a03db6","COTTON RUGS",500,"Numbers / day"
"4b12eeca-3569-4b96-b65e-15ca6db78241","Footwear",120,"Numbers / day"
"d2961d56-6f91-4eb2-afe9-35ac01472015","Plastic Grannuals melt",1,"TPD (Tons / day)"
"c7c7d371-d93f-4644-89f8-dc8f1f2f1c51","LED Bulbs",40000,"Numbers / day"
"02adc5d6-1e8b-4d07-a578-cec5b6113825","Printed Foil and Films",0.65,"TPD (Tons / day)"
"07ad8c0f-dadf-404c-a5b4-dfaf1b2ba617","COTTON RUGS",600,"Numbers / day"
"fa94efc8-090c-4592-8b2e-47890d4632de","CUSHION COVERS",200,"Numbers / day"
"c5ec2f11-b47d-41f6-b5c4-71064a45e77b","BATHRUGS",300,"Numbers / day"
"64d91f77-1560-40c8-9085-14704ab98471","plastic pipe fittings",1,"TPD (Tons / day)"
"e49bbb0e-677f-43d8-95d9-b91f9cfe4bdf","CPW",6,"TPD (Tons / day)"
"774caa0d-6db0-4715-a3d4-ec4124f420a3","Plastic Film Extruder",10,"TPD (Tons / day)"
"615fbbbe-c9ba-4d00-8425-316b67e345b5","Parts",1.5,"TPD (Tons / day)"
"09e2a94b-a598-4b70-b268-bb4b9c35aaf4","GLUE",1,"TPD (Tons / day)"
"8b138432-d553-40c9-b254-502bfd583b85","Mandeep",200,"Numbers / day"
"ebc2b3b7-d458-46dd-b444-ac83440e7871","Perforated Sheets",50,"Numbers / day"
"4b797e6f-51da-4c55-a715-4dd7310e69f7","Machinery",0.1,"Numbers / day"
"5a3bc913-643e-4f67-acb4-ebb97d9792ef","COTTON WASTE YARN",8,"TPD (Tons / day)"
"cfc8ff40-f3f7-48f9-a2bb-ab28d392010d","ERW High Speed Tube Mill",0.05,"Numbers / day"
"ca80eaa4-96b1-48b0-bc5c-9c946b1e90e2","Cold / Hot Rolling Mill",0.05,"Numbers / day"
"a2ce333f-6d21-42fb-9375-6aa64882fd7a","Coil Processing Equipment",0.05,"Numbers / day"
"f681ebe9-cb4f-45af-8b71-b81192d50bbc","SUGARCANE JUICE BOTTLES",48000,"Numbers / day"
"9d302f01-5a49-44c7-80e2-282380f31bb3","CNG",10,"KLD (Kilo Litre / day)"
"d063073c-8202-464e-8764-4445303ee82d","RICE",84240,"TPD (Tons / day)"
"60c64cd5-3b84-4338-a1cd-b14151f127ce","RICE BRAN",10368,"TPD (Tons / day)"
"d0d910ee-fd7d-4e91-beb4-f2794d5c96ec","HUSK",25920,"TPD (Tons / day)"
"2ee67802-3188-4775-98a1-3e286e007582","Tampered Auto Glass",700000,"Numbers / day"
