2C7639AE-A027-4BBD-B69E-AC34CABA592B,26-07-2016,Ambala,26-07-2016,26-07-2016
80E9F363-3C99-41A7-BBCF-D694BE87AF24,26-07-2016,Bahadurgarh ,26-07-2016,26-07-2016
8DDC8D0C-714D-4662-A05F-EA56EF0764D2,26-07-2016,Rohtak,26-07-2016,09-08-2016
143DC7DE-BF46-43E0-BE33-6BD591046883,29-07-2016,Bahadurgarh,26-07-2016,29-07-2016
D5B51E32-BFDB-462D-91FF-44CCC0AC1F05,26-07-2016,Bahadurgarh,26-07-2016,26-07-2016
2B59FD53-9479-41B3-BC7C-457B15EC4147,26-08-2016,26-08-2016,27-07-2016,10-10-2016
40ADB5A3-68EB-4B64-A606-F251DED72524,29-07-2016,Yamuna Nagar,28-07-2016,21-09-2016
016E6FE5-4175-4B0F-96B3-19DF8D432FEF,29-07-2016,Ambala,29-07-2016,29-07-2016
499F6CC5-E380-45A4-B838-15428FF9CCBD,29-07-2016,Bahadurgarh ,29-07-2016,29-07-2016
7C8A635D-D71D-4200-B6F4-D5A2B67479D9,30-07-2016,Mewat,30-07-2016,30-07-2016
60C0157B-9FDB-4EBF-A17C-90A11798029B,30-07-2016,Kurukshetra,30-07-2016,30-07-2016
A57D63F3-F4C4-4334-A733-CDA47F4478FD,31-07-2016,Hansi,31-07-2016,23-02-2017
A535A1D1-8BB7-490D-814D-0D9C74B14515,01-08-2016,Badhra,31-07-2016,01-08-2016
D12E2AFF-3B7A-409F-8133-69456BDD587E,31-07-2016,Hisar,31-07-2016,31-07-2016
3DABA2DE-65D3-4FD9-8758-EB8B141AF3B4,01-08-2016,Faridabad,01-08-2016,01-08-2016
184BB649-5C76-4A5A-9022-18763E62CE73,01-08-2016,Badhra,01-08-2016,01-08-2016
CC363A21-D5EF-4712-9323-201B1B136A5C,01-08-2016,Ambala Cantt,01-08-2016,01-08-2016
854835A5-A85F-4A60-A9D7-B4C974F8418A,01-08-2016,Siwani,01-08-2016,01-08-2016
A0A46E9C-9BC7-4DC3-A3AA-62E5E5964C0C,01-08-2016,Narwana,01-08-2016,01-08-2016
C1BD9E0C-DEEA-4723-A743-E29144C91D46,,,01-08-2016,01-08-2016
CC8E2A3B-911C-4A2B-97A2-F7CD8322036A,01-08-2016,Alakhpura,01-08-2016,01-08-2016
B8FD54E0-5D91-451B-B296-6E4857DD17F6,01-08-2016,Mewat,01-08-2016,01-08-2016
0A4FE319-D3C2-4B83-85E0-DCA7AEC88C0B,01-08-2016,Ch. Dadri,01-08-2016,01-08-2016
FAABC8EE-21B1-48D0-A899-E56A093E5C55,02-08-2016,Nuh Mewat,01-08-2016,02-08-2016
DC3148A8-A907-442F-9E81-D1A0A5123430,02-08-2016,Sonipat,02-08-2016,02-08-2016
099EDE84-C6EB-4B36-839A-8D96BCE85608,02-08-2016,Panchkula,02-08-2016,02-08-2016
C5F3F35F-BB5A-4F11-B3FE-74888858270C,02-08-2016,New Delhi,02-08-2016,02-08-2016
AB6BD410-7EA5-409B-BE1F-F8505D4E9686,02-08-2016,Panchkula,02-08-2016,02-08-2016
21B86857-CD59-4557-896D-4BD6BAA3DAF4,02-08-2016,Yamuna Nagar,02-08-2016,20-09-2016
861B2FDC-A843-428D-91E4-7761FDA84706,02-08-2016,Mewat,02-08-2016,02-08-2016
028745DB-6679-42E3-A852-5B702D049B39,03-08-2016,Gurgaon,02-08-2016,03-08-2016
D22C9BF0-8BAE-4836-B1F5-34FF8D8D0D4E,,Faridabad,03-08-2016,03-08-2016
CFEDC99D-4391-46E5-A335-DC88DDAF1DAF,03-08-2016,Hisar,03-08-2016,30-12-2016
B47D9BFA-142F-4457-8EE3-0504A6F54AE1,,Nan,03-08-2016,14-08-2016
08138FBF-CAA1-4C09-B6D4-613028D9D4E8,03-08-2016,Rohtak,03-08-2016,03-08-2016
0951B52D-A61C-4C97-90B9-58F9DEDEB436,03-08-2016,Mewat,03-08-2016,03-08-2016
91879A51-02D6-4962-BBBA-AEB4894C8F5D,12-08-2016,Jagadhri,04-08-2016,12-08-2016
50B62613-272A-40AF-8D3D-87586BA3F152,04-08-2016,Bahadurgrh,04-08-2016,04-08-2016
750B21EE-050C-40CF-8073-151B7D4643EE,08-08-2016,Narnaul,04-08-2016,08-08-2016
3BE1E344-7B28-4613-9250-975EE4659988,22-01-2017,Ludhiana,04-08-2016,22-01-2017
876894D3-DE47-44BF-AF1E-9AA5F6CF7F35,08-08-2016,Sonipat,05-08-2016,08-08-2016
2EF9CF25-50FE-4CDA-98B8-7C847921C38C,27-09-2016,Sirsa,06-08-2016,27-09-2016
FF636C83-4219-4F35-A48F-C2042D17DBC1,06-08-2016,Fatehabad,06-08-2016,25-11-2016
DB19AA48-D388-4626-B15B-25A28F3E0222,06-08-2016,Bahadurgarh,06-08-2016,06-08-2016
BE069A29-A154-4E20-860E-5B44892A3BC2,08-08-2016,Rohtak,08-08-2016,09-09-2016
005AD9D3-9E40-4C88-BA1F-70B8EDEF45EC,,,08-08-2016,08-08-2016
9A886AC6-8492-42AB-8684-D2095572688C,08-08-2016,Kurukshetra,08-08-2016,08-08-2016
058104AD-1B3B-48DA-9F13-D3EA8821D1D3,08-08-2016,Kaithal,08-08-2016,08-08-2016
D9381616-9725-425F-A423-9A149D2A6615,09-08-2016,Rohtak,09-08-2016,09-08-2016
821867D4-F131-4BAC-B308-90FFA57C4C53,,,09-08-2016,09-08-2016
D9F1F1BB-C4FF-4EDF-AA64-3A46F8F61F10,10-08-2016,New Delhi,10-08-2016,10-08-2016
6C47D099-BAC2-4731-850A-4EF41314B5F8,26-08-2016,Rewari,10-08-2016,26-08-2016
D73D3ABD-922C-4EBC-86E4-AB3A92DABFDE,14-08-2016,Panipat,11-08-2016,14-08-2016
493EBEA3-8F8C-4511-8865-2C38C98E5A39,17-09-2016,"Dabkauri, Panchkula",11-08-2016,09-11-2016
465522E8-84BD-452D-99BC-038A28E5A568,29-08-2016,Gurgaon,12-08-2016,29-08-2016
5C7F075C-DB7A-45A2-B56B-0A2BF5D7DE3C,12-08-2016,Gurgaon,12-08-2016,12-08-2016
20F84D0E-1F75-4065-B78D-838A113AD360,,,16-08-2016,23-08-2016
53DF1E69-5DB0-40CA-9135-2B5EC3076864,16-08-2016,Hisar,16-08-2016,16-08-2016
7F90D8A2-8433-4FBA-975E-C73BED71C21E,17-08-2016,Harphali,17-08-2016,17-08-2016
78464DE7-B25C-46AE-8B44-51149095A6A3,19-08-2016,Sonipat,17-08-2016,19-08-2016
581FB331-7A5B-4E9F-A174-2E3EB793EA8A,01-09-2016,New Delhi,18-08-2016,09-09-2016
FBA50FE9-C849-4D33-BE72-680285C23F6E,19-08-2016,Yamuna Nagar,19-08-2016,19-08-2016
53411B5A-A609-4C8D-BE34-812AC37C9EC4,24-08-2016,Karnal,20-08-2016,24-08-2016
4F64F72B-E548-4F65-820D-A545AA4A6EB8,21-08-2016,Karnal,21-08-2016,21-08-2016
B704C4EB-D912-4E72-B73A-F7E17ED5C021,19-03-2017,"Rai,Sonipat",21-08-2016,19-03-2017
0C7CF5C5-4AD8-4942-AA47-6F895399DC24,28-08-2016,Rewari,24-08-2016,28-08-2016
4058719B-352B-427B-AAA7-AE6023EA3A8A,24-08-2016,Karnal,24-08-2016,24-08-2016
D94BD15C-38C1-4DAF-960D-0503A21D5CFB,01-09-2016,Kundli,25-08-2016,01-09-2016
341D7B09-E28A-4C7E-951D-5E69B3CBBE59,25-08-2016,Gannaur,25-08-2016,25-08-2016
00434D43-B58D-4818-B198-96AB39EC76B0,26-08-2016,Rewari,26-08-2016,26-08-2016
56A99A30-350B-4EB9-BAD6-828C2B87344C,26-08-2016,Kurukshetra,26-08-2016,26-08-2016
E7C67187-90D4-4A1B-9BF0-EA5B91C2489D,10-09-2016,Charkhi Dadri ,26-08-2016,24-01-2017
D1F6833D-5886-4C2C-AAFC-A841EDD3FAED,26-08-2016,Gurgaon,26-08-2016,26-08-2016
ACDCB825-F25A-485D-A228-C8EC3AD308BA,08-09-2016,Gurgaon,26-08-2016,19-09-2016
98F1E7CB-F364-4CC2-90B7-FED9BED2E0CD,26-08-2016,Kurukshetra,26-08-2016,26-08-2016
5639DCB6-3DE9-4716-BC9C-E312BF7D5923,26-08-2016,Kurukshetra,26-08-2016,26-08-2016
A3E20CBA-F3F0-4EC9-A64B-D41A05E8041D,31-08-2016,Narnaul,26-08-2016,31-08-2016
947EAD88-D218-49ED-8798-7E0DA40F7044,19-03-2017,Bhiwadi,27-08-2016,19-03-2017
75E034DE-1876-4975-9AD9-E89C1E4C8DCB,,,29-08-2016,13-09-2016
D28EC1F8-E799-44CE-A8F2-CB4F97F58948,29-08-2016,Panchkula,29-08-2016,29-08-2016
AE679F33-1B80-457E-BE02-98402470B62F,30-08-2016,Gurgaon,29-08-2016,30-08-2016
2D7AA44F-4C58-49F2-B580-0132914D7D1B,01-09-2016,Delhi,30-08-2016,01-09-2016
933E2179-17EC-4D23-9972-56A1DFFFE58F,30-08-2016,Rohtak,30-08-2016,09-02-2017
93B9C8F9-59AD-47B8-AAA1-6D330799013E,03-09-2016,Kolkata,30-08-2016,03-09-2016
74212AD1-FE68-4097-9DCB-44D5F6690911,01-09-2016,Panipat,31-08-2016,01-09-2016
31A10A09-0BB5-4919-8CC0-43D8DBA288D1,01-09-2016,Sonipat,31-08-2016,01-09-2016
9CECD365-89C7-43E5-8DDB-118948F3E7C7,01-09-2016,Fatehabad,31-08-2016,01-09-2016
D3DC0474-7C22-4687-816A-11B01BAE92B7,02-09-2016,Chennai,02-09-2016,02-09-2016
5924CE7B-3A56-476F-A702-CC7A091BF3B7,06-09-2016,Jind,02-09-2016,02-12-2016
B81EC902-DCF7-4B49-BB39-1EB180ACB88F,06-09-2016,Rewari,05-09-2016,10-01-2017
434EBFC1-15E1-40DE-B933-7E0CE6EE0E4F,06-09-2016,Gurgaon,06-09-2016,06-09-2016
6A300FAB-5FB6-4E25-9963-79DEA53A25F7,06-09-2016,Gurgaon,06-09-2016,06-09-2016
77BB76A5-CFC1-46CC-B299-15B34C2EB113,06-09-2016,Jind,06-09-2016,06-09-2016
6EAE7BD0-E3D2-4C1B-B829-419DD5A9A355,07-09-2016,Fatehabad,07-09-2016,27-10-2016
999FE543-FFF2-4AB7-937E-AD7270DE456C,14-09-2016,Panipat,07-09-2016,14-09-2016
7C22C701-0166-40CE-8A18-E754429CA470,08-09-2016,Gurgaon,08-09-2016,08-09-2016
7F83D887-7A2F-47DF-AF44-D21E02C82683,13-09-2016,Sonipat,13-09-2016,13-09-2016
6AD0A119-8056-45FF-AC7F-FCA56C4B67F8,19-09-2016,Panchkula,13-09-2016,19-09-2016
2BD5F4CF-BAEA-4C74-A1DB-1C953C5FE540,14-09-2016,Sonipat,14-09-2016,14-09-2016
B6985B24-B77A-471E-9D17-E666CEDB0B3F,15-09-2016,Jind,15-09-2016,15-09-2016
0773CD7C-D5F4-49C9-9FC1-32BC3EA7535D,15-09-2016,Gurgaon,15-09-2016,15-09-2016
966EA86C-3359-455E-8F42-FFA06A19A49D,16-09-2016,Bhiwani,16-09-2016,16-09-2016
C519D235-B8B6-4206-887D-608DBE25D859,01-12-2016,Karnal,16-09-2016,01-12-2016
916648AE-CC05-42F8-AA16-72B1DD544B35,,Ambala,16-09-2016,16-09-2016
50C97F15-08C3-4F93-A4C5-5194C708067C,23-09-2016,Kharkhoda,16-09-2016,23-09-2016
FE956706-A891-424D-A26E-71029B262F44,,,19-09-2016,19-09-2016
D16F8417-5A2A-4AB1-98F9-B2B072B0ECCB,,Chandigarh,19-09-2016,19-09-2016
8EA580A0-DB3F-4718-9689-0FF8112BCCAA,29-09-2016,Gurugram,19-09-2016,29-09-2016
9B550D21-6953-4A0C-96BB-4A968E4D0F55,20-09-2016,Sonipat,20-09-2016,20-09-2016
AF2EA2E4-4426-44D0-AE6A-501283A1B9F7,24-09-2016,Hisar,21-09-2016,24-09-2016
1050FB70-61A7-4443-9675-839D1CDDC101,,Faridabad,22-09-2016,22-09-2016
B806D989-0316-4984-9AFB-9D1C4FC0CB83,22-09-2016,Kalanwali,22-09-2016,22-09-2016
8DF4AE6E-83D6-405A-9863-240A55F6B9CF,25-09-2016,Palwal,25-09-2016,25-09-2016
5B45E253-594C-4DCA-BD2E-D5321A1BD274,,Faridabad,25-09-2016,25-09-2016
3EFA5A63-EC1E-47D4-85BB-ABD841387A21,20-12-2016,Kaithal,26-09-2016,21-12-2016
82130A14-9D43-475A-9F4F-8FDCAC9FA5A0,26-09-2016,Bhiwani,26-09-2016,16-02-2017
2F51C65B-F287-4888-AD95-8529993A23B2,27-09-2016,Sirsa,26-09-2016,27-09-2016
8FFCA675-97EF-460B-A13D-07B2FE52ED03,26-09-2016,Sirsa,26-09-2016,26-09-2016
9CDC0606-38D9-458B-870B-57DB78B26598,,,26-09-2016,26-09-2016
F8C5D790-8401-4ACD-B42C-7F132D3348BE,28-09-2016,Bawal,27-09-2016,28-09-2016
7E0380E4-A131-4F5B-941B-C522A30D21D2,28-09-2016,Sirsa,27-09-2016,28-09-2016
E9C90330-E7FB-4877-B59D-61D50CBABD96,06-12-2016,New Delhi,28-09-2016,06-12-2016
E1C0A732-C7C4-441E-A76C-FB625DF6969C,28-09-2016,Fatehabad,28-09-2016,28-09-2016
0572456C-A66E-40B7-B3CA-757B6EDEE3F0,29-09-2016,Fatehabad,29-09-2016,29-09-2016
567B59FD-DA34-4664-A959-E27586CFBA8C,29-09-2016,Sirsa,29-09-2016,29-09-2016
6061E276-D5D8-4ED5-A253-D5C48CB873E0,04-10-2016,Karnal,04-10-2016,04-10-2016
614CF434-9F3F-4DF1-8C29-D2D628586C3C,13-10-2016,Gurgaon,06-10-2016,13-10-2016
2698368E-0972-4F37-961D-E0E37B7A69ED,18-11-2016,Faridabad,07-10-2016,18-11-2016
E24DA373-E4A0-4CC2-9F3E-E3260BC8FE0F,08-10-2016,Bhiwani,07-10-2016,08-10-2016
E26DF9C6-3700-4FE4-8236-EE41BBDB535B,14-10-2016,Gurgaon,07-10-2016,14-10-2016
ACAF8DC9-BCF7-4D68-8771-A0249127F18A,08-10-2016,Bahadurgarh,08-10-2016,08-10-2016
EEA328ED-781C-49E7-A71A-84C40996F03E,10-10-2016,Sonipat,10-10-2016,10-10-2016
9AEF2A10-DD39-4343-AB23-6FEF2388C97E,13-10-2016,Jind,13-10-2016,13-10-2016
F05316D7-E97B-4D77-9582-0D7DF6BA10C3,20-10-2016,New Delhi,15-10-2016,20-10-2016
557182D4-9C1B-48DA-8FBD-CC63AB77405E,17-10-2016,Sirsa ,17-10-2016,17-10-2016
CAD86981-01E6-4212-BC0F-4B928F4DB30B,17-10-2016,Rohtak,17-10-2016,03-02-2017
8AFB629A-AE60-4962-B3A4-FCF3AA366C44,18-10-2016,Jind,17-10-2016,18-10-2016
F3889854-4ED3-47FE-AFBE-0AF47074260F,17-10-2016,Sonipat,17-10-2016,17-10-2016
831467C2-E2C7-498F-80F5-A8B734A61BCE,21-10-2016,Yamuna Nagar,18-10-2016,21-10-2016
F8D83F2A-5101-4415-B11B-970B73F50D24,19-10-2016,Panchkula,19-10-2016,19-10-2016
D7FEE146-6BA7-4F49-B959-089F77F32009,,Sirsa,19-10-2016,19-10-2016
A8EE623C-BB5B-4712-8664-A9CB0BFB03D9,20-10-2016,Delhi,20-10-2016,20-10-2016
D94B0F83-3413-4C73-8063-4E1ED0BC9121,24-10-2016,Sonepat,20-10-2016,24-10-2016
2CAFAFA3-D67A-4E96-ACDB-90B68B5A4244,24-10-2016,Palwal,24-10-2016,24-10-2016
1D5E3B1E-4429-451A-901F-B22EA466B41B,,,25-10-2016,20-12-2016
795D8AB9-BB63-490A-815F-96F99B2097F2,25-10-2016,Bhiwani,25-10-2016,25-10-2016
A00F31F7-5022-46AB-9D2F-B43C7CDF6167,26-10-2016,Sirsa,26-10-2016,26-10-2016
95ACB8FA-9264-4D88-B68F-CE9BCF3CF446,26-10-2016,Jind,26-10-2016,26-10-2016
1FD5EDEE-6E1D-41FB-ADB4-914D9CD2F044,26-10-2016,Jind,26-10-2016,26-10-2016
B36A1F10-DB94-4D95-AF53-2FB1DF91ECF2,26-10-2016,Jind,26-10-2016,26-10-2016
1CC4D1A0-7F98-4A55-9646-5DCAE63EAE2A,27-10-2016,Sirsa,27-10-2016,27-10-2016
1CC5AC5A-870C-4414-8C33-B136D7D7CC71,04-11-2016,Behal,01-11-2016,04-11-2016
C6311660-1E00-4FDA-AEBF-7B777EEA2006,30-11-2016,Panipat,01-11-2016,30-11-2016
3907F870-38F3-4C07-86B9-C21BB875AD65,03-11-2016,Sonipat,02-11-2016,03-11-2016
50C422F1-E3E4-40F3-BFEE-58BB41CE1590,03-11-2016,Sonipat,03-11-2016,03-11-2016
268D632E-D4F8-445B-ADC9-D8D895F6C68F,03-11-2016,Sonipat,03-11-2016,03-11-2016
E3F911F8-0914-452A-BF1C-48C0BCD77649,04-11-2016,Bawal,04-11-2016,04-11-2016
36B79DD3-D32A-482C-8B7D-F0BA4E5B0BFF,04-11-2016,Fatehabad,04-11-2016,19-01-2017
149017DA-69D5-46C7-B7A1-520E08E39D8D,07-11-2016,Rohtak,07-11-2016,20-02-2017
B4005772-BB92-44C0-8268-2D6B79F3F7FB,,,09-11-2016,09-11-2016
36F134C5-227A-4681-AEAD-BBB9CFA81BAA,15-11-2016,Badala,10-11-2016,15-11-2016
34CDBCAA-73F1-48ED-B4E4-FE51B157C4DE,23-11-2016,Faridabad,16-11-2016,23-11-2016
E043164E-0A68-46AA-B9FB-8A59E4CD6ACD,19-11-2016,Faridabad,18-11-2016,19-11-2016
0990813B-8D13-4466-8058-5618F167A87E,18-11-2016,Faridabad,18-11-2016,18-11-2016
D81A3227-7B37-427B-B007-AAC7660AC4B7,22-11-2016,Bawal Haryana,18-11-2016,22-11-2016
64DE0A5F-15A2-47A5-B783-72176B022D21,19-11-2016,Faridabad,19-11-2016,19-11-2016
288373DE-4664-40CB-B210-CFD1F87D0F6D,,,20-11-2016,06-12-2016
49E80047-E213-4FE1-A967-6D69B7D23252,21-11-2016,Faridabad,21-11-2016,21-11-2016
24C8DB5B-8167-4A59-B06D-1A632B4DE7F0,21-11-2016,Kundli,21-11-2016,21-11-2016
95B933FD-0167-4078-A75B-AB3C759157CA,22-11-2016,Badala,21-11-2016,13-12-2016
43399B38-AB14-412F-8219-4AD9C79A1645,22-11-2016,Faridabad,22-11-2016,22-11-2016
AF740F96-56E3-4E27-82A1-32A3224449EF,30-11-2016,Bawal,22-11-2016,07-12-2016
9F3218D7-29D2-4F1E-A4D7-77A401330676,22-11-2016,Palwal,22-11-2016,22-11-2016
53541168-5595-48C7-BA1F-BCAA12A7CE3D,25-11-2016,Faridabad,23-11-2016,25-11-2016
AFC3324F-9406-47F2-A656-2438D60E55C0,01-12-2016,Panchkula,23-11-2016,01-12-2016
C334122D-012A-414F-B2F8-4033F6DE44A2,24-11-2016,Faridabad,24-11-2016,24-11-2016
FCC257E3-D964-4DB9-8109-A5DD19606C8D,20-01-2017,Chandigarh,24-11-2016,20-01-2017
35C47FAC-6DEE-4DE8-9DB2-5098DDC3A872,24-11-2016,Palwal,24-11-2016,24-11-2016
E3529281-AC8F-422E-AF9E-65077CAE17C0,01-12-2016,Sirsa,24-11-2016,01-12-2016
0B712230-7425-4440-BC38-A7D8AFCE3263,25-11-2016,Delhi,25-11-2016,25-11-2016
4F9A9093-002B-4442-986A-ECDDEF96EA7D,25-11-2016,Sirsa,25-11-2016,25-11-2016
6B820FF7-457C-43EF-BB31-ECC0DDAB7B20,26-11-2016,Faridabad,25-11-2016,26-11-2016
9CA01F4B-27C1-4441-856D-13D76EB77DB3,28-11-2016,Faridabad,26-11-2016,28-11-2016
